player_name,avg_fastball_velo,total_pitches,fastball_count,fastball_pct,archetype,hits,strikeouts,outs,total_events,hit_rate,k_rate,out_minus_hit,run_prevention,out_rate,damage_rate
"Abbott, Andrew",93.06315789473685,45,19.0,0.4222222222222222,Offspeed Heavy,10,8,22,45,0.2222222222222222,0.17777777777777778,12,0.26666666666666666,0.4888888888888889,0.2222222222222222
"Abreu, Bryan",98.2,3,1.0,0.3333333333333333,Offspeed Heavy,1,1,0,3,0.3333333333333333,0.3333333333333333,-1,-0.3333333333333333,0.0,0.3333333333333333
"Adam, Jason",90.85,8,2.0,0.25,Offspeed Heavy,1,3,4,8,0.125,0.375,3,0.375,0.5,0.125
"Akin, Keegan",92.97777777777779,12,9.0,0.75,Balanced,2,3,7,12,0.16666666666666666,0.25,5,0.4166666666666667,0.5833333333333334,0.16666666666666666
"Alcala, Jorge",96.1,16,5.0,0.3125,Offspeed Heavy,2,4,7,16,0.125,0.25,5,0.3125,0.4375,0.125
"Alexander, Tyler",86.96923076923076,23,13.0,0.5652173913043478,Balanced,8,4,9,23,0.34782608695652173,0.17391304347826086,1,0.043478260869565216,0.391304347826087,0.34782608695652173
"Allen, Logan",90.09166666666665,26,12.0,0.46153846153846156,Balanced,4,6,13,26,0.15384615384615385,0.23076923076923078,9,0.34615384615384615,0.5,0.15384615384615385
"Almonte, Yency",93.21333333333334,17,15.0,0.8823529411764706,Balanced,3,5,5,17,0.17647058823529413,0.29411764705882354,2,0.11764705882352941,0.29411764705882354,0.17647058823529413
"Alvarado, José",96.69166666666666,12,12.0,1.0,Power Fastball,0,4,5,12,0.0,0.3333333333333333,5,0.4166666666666667,0.4166666666666667,0.0
"Alzolay, Adbert",93.65,9,4.0,0.4444444444444444,Offspeed Heavy,3,2,4,9,0.3333333333333333,0.2222222222222222,1,0.1111111111111111,0.4444444444444444,0.3333333333333333
"Anderson, Chase",91.24,24,15.0,0.625,Balanced,5,4,14,24,0.20833333333333334,0.16666666666666666,9,0.375,0.5833333333333334,0.20833333333333334
"Anderson, Grant",92.5,1,1.0,1.0,Balanced,0,1,0,1,0.0,1.0,0,0.0,0.0,0.0
"Anderson, Nick",93.63333333333333,7,6.0,0.8571428571428571,Balanced,3,1,2,7,0.42857142857142855,0.14285714285714285,-1,-0.14285714285714285,0.2857142857142857,0.42857142857142855
"Anderson, Tyler",87.56,26,15.0,0.5769230769230769,Balanced,4,5,15,26,0.15384615384615385,0.19230769230769232,11,0.4230769230769231,0.5769230769230769,0.15384615384615385
"Andriese, Matt",90.025,5,4.0,0.8,Balanced,2,2,1,5,0.4,0.4,-1,-0.2,0.2,0.4
"Antone, Tejay",93.0,8,4.0,0.5,Balanced,1,2,3,8,0.125,0.25,2,0.25,0.375,0.125
"Armstrong, Shawn",91.7,14,14.0,1.0,Balanced,2,2,9,14,0.14285714285714285,0.14285714285714285,7,0.5,0.6428571428571429,0.14285714285714285
"Ashcraft, Graham",94.71764705882353,24,17.0,0.7083333333333334,Balanced,4,5,13,24,0.16666666666666666,0.20833333333333334,9,0.375,0.5416666666666666,0.16666666666666666
"Assad, Javier",91.19444444444444,22,18.0,0.8181818181818182,Balanced,4,5,11,22,0.18181818181818182,0.22727272727272727,7,0.3181818181818182,0.5,0.18181818181818182
"Avila, Nick",91.1846153846154,16,13.0,0.8125,Balanced,4,3,9,16,0.25,0.1875,5,0.3125,0.5625,0.25
"Avila, Pedro",92.85,4,2.0,0.5,Balanced,0,1,2,4,0.0,0.25,2,0.5,0.5,0.0
"Banks, Tanner",91.2,4,1.0,0.25,Offspeed Heavy,1,2,1,4,0.25,0.5,0,0.0,0.25,0.25
"Barlow, Scott",91.6,10,2.0,0.2,Offspeed Heavy,1,3,4,10,0.1,0.3,3,0.3,0.4,0.1
"Barnes, Matt",90.54285714285716,14,7.0,0.5,Balanced,3,3,5,14,0.21428571428571427,0.21428571428571427,2,0.14285714285714285,0.35714285714285715,0.21428571428571427
"Bassitt, Chris",91.21333333333334,24,15.0,0.625,Balanced,9,3,9,24,0.375,0.125,0,0.0,0.375,0.375
"Baumann, Mike",95.8,8,2.0,0.25,Offspeed Heavy,2,1,2,8,0.25,0.125,0,0.0,0.25,0.25
"Bednar, David",96.13333333333333,9,6.0,0.6666666666666666,Power Fastball,2,3,3,9,0.2222222222222222,0.3333333333333333,1,0.1111111111111111,0.3333333333333333,0.2222222222222222
"Beede, Tyler",91.56666666666666,11,3.0,0.2727272727272727,Offspeed Heavy,0,4,5,11,0.0,0.36363636363636365,5,0.45454545454545453,0.45454545454545453,0.0
"Beeks, Jalen",93.85714285714286,10,7.0,0.7,Balanced,2,2,3,10,0.2,0.2,1,0.1,0.3,0.2
"Bello, Brayan",95.33333333333333,22,9.0,0.4090909090909091,Offspeed Heavy,5,6,10,22,0.22727272727272727,0.2727272727272727,5,0.22727272727272727,0.45454545454545453,0.22727272727272727
"Bender, Anthony",95.46666666666665,8,6.0,0.75,Power Fastball,3,2,3,8,0.375,0.25,0,0.0,0.375,0.375
"Berríos, José",93.39230769230768,24,13.0,0.5416666666666666,Balanced,6,2,12,24,0.25,0.08333333333333333,6,0.25,0.5,0.25
"Bibee, Tanner",89.98,23,15.0,0.6521739130434783,Balanced,5,9,7,23,0.21739130434782608,0.391304347826087,2,0.08695652173913043,0.30434782608695654,0.21739130434782608
"Bieber, Shane",90.84285714285714,23,7.0,0.30434782608695654,Offspeed Heavy,6,9,8,23,0.2608695652173913,0.391304347826087,2,0.08695652173913043,0.34782608695652173,0.2608695652173913
"Bielak, Brandon",92.475,18,8.0,0.4444444444444444,Offspeed Heavy,7,1,8,18,0.3888888888888889,0.05555555555555555,1,0.05555555555555555,0.4444444444444444,0.3888888888888889
"Bird, Jake",95.375,16,12.0,0.75,Power Fastball,4,2,8,16,0.25,0.125,4,0.25,0.5,0.25
"Blackburn, Paul",88.375,22,8.0,0.36363636363636365,Offspeed Heavy,3,4,14,22,0.13636363636363635,0.18181818181818182,11,0.5,0.6363636363636364,0.13636363636363635
"Blanco, Ronel",93.5923076923077,52,13.0,0.25,Offspeed Heavy,1,11,34,52,0.019230769230769232,0.21153846153846154,33,0.6346153846153846,0.6538461538461539,0.019230769230769232
"Bolton, Cody",90.125,9,4.0,0.4444444444444444,Offspeed Heavy,0,2,6,9,0.0,0.2222222222222222,6,0.6666666666666666,0.6666666666666666,0.0
"Boyle, Joe",96.152,41,25.0,0.6097560975609756,Power Fastball,10,10,12,41,0.24390243902439024,0.24390243902439024,2,0.04878048780487805,0.2926829268292683,0.24390243902439024
"Bradford, Cody",90.66111111111111,26,18.0,0.6923076923076923,Balanced,2,4,19,26,0.07692307692307693,0.15384615384615385,17,0.6538461538461539,0.7307692307692307,0.07692307692307693
"Brasier, Ryan",94.25555555555555,12,9.0,0.75,Balanced,2,5,4,12,0.16666666666666666,0.4166666666666667,2,0.16666666666666666,0.3333333333333333,0.16666666666666666
"Brebbia, John",92.55000000000001,5,2.0,0.4,Offspeed Heavy,0,0,3,5,0.0,0.0,3,0.6,0.6,0.0
"Brito, Jhony",97.03999999999999,12,5.0,0.4166666666666667,Offspeed Heavy,6,1,4,12,0.5,0.08333333333333333,-2,-0.16666666666666666,0.3333333333333333,0.5
"Brogdon, Connor",90.8,6,5.0,0.8333333333333334,Balanced,1,2,0,6,0.16666666666666666,0.3333333333333333,-1,-0.16666666666666666,0.0,0.16666666666666666
"Brown, Ben",95.75714285714285,15,7.0,0.4666666666666667,Balanced,3,5,6,15,0.2,0.3333333333333333,3,0.2,0.4,0.2
"Brown, Hunter",94.42,21,15.0,0.7142857142857143,Balanced,8,3,6,21,0.38095238095238093,0.14285714285714285,-2,-0.09523809523809523,0.2857142857142857,0.38095238095238093
"Bukauskas, J.B.",93.225,7,4.0,0.5714285714285714,Balanced,0,2,4,7,0.0,0.2857142857142857,4,0.5714285714285714,0.5714285714285714,0.0
"Bummer, Aaron",93.96666666666665,4,3.0,0.75,Balanced,0,1,2,4,0.0,0.25,2,0.5,0.5,0.0
"Burdi, Nick",98.57000000000001,11,10.0,0.9090909090909091,Power Fastball,0,2,5,11,0.0,0.18181818181818182,5,0.45454545454545453,0.45454545454545453,0.0
"Burke, Brock",95.23333333333333,7,6.0,0.8571428571428571,Power Fastball,3,2,2,7,0.42857142857142855,0.2857142857142857,-1,-0.14285714285714285,0.2857142857142857,0.42857142857142855
"Burnes, Corbin",95.0,26,13.0,0.5,Balanced,9,3,14,26,0.34615384615384615,0.11538461538461539,5,0.19230769230769232,0.5384615384615384,0.34615384615384615
"Buttó, José",91.96470588235294,23,17.0,0.7391304347826086,Balanced,3,6,11,23,0.13043478260869565,0.2608695652173913,8,0.34782608695652173,0.4782608695652174,0.13043478260869565
"Cabrera, Génesis",92.04615384615384,16,13.0,0.8125,Balanced,5,1,8,16,0.3125,0.0625,3,0.1875,0.5,0.3125
"Canning, Griffin",92.31428571428572,23,7.0,0.30434782608695654,Offspeed Heavy,5,4,10,23,0.21739130434782608,0.17391304347826086,5,0.21739130434782608,0.43478260869565216,0.21739130434782608
"Cano, Yennier",94.72727272727273,17,11.0,0.6470588235294118,Balanced,4,4,8,17,0.23529411764705882,0.23529411764705882,4,0.23529411764705882,0.47058823529411764,0.23529411764705882
"Carrasco, Carlos",89.1,13,4.0,0.3076923076923077,Offspeed Heavy,1,6,3,13,0.07692307692307693,0.46153846153846156,2,0.15384615384615385,0.23076923076923078,0.07692307692307693
"Castillo, Luis",94.68666666666667,26,15.0,0.5769230769230769,Balanced,10,7,9,26,0.38461538461538464,0.2692307692307692,-1,-0.038461538461538464,0.34615384615384615,0.38461538461538464
"Castro, Miguel",95.32000000000001,15,5.0,0.3333333333333333,Offspeed Heavy,5,1,9,15,0.3333333333333333,0.06666666666666667,4,0.26666666666666666,0.6,0.3333333333333333
"Cease, Dylan",96.38888888888889,24,9.0,0.375,Offspeed Heavy,4,7,10,24,0.16666666666666666,0.2916666666666667,6,0.25,0.4166666666666667,0.16666666666666666
"Chafin, Andrew",91.9,7,2.0,0.2857142857142857,Offspeed Heavy,0,2,3,7,0.0,0.2857142857142857,3,0.42857142857142855,0.42857142857142855,0.0
"Chapman, Aroldis",99.3,6,2.0,0.3333333333333333,Offspeed Heavy,0,3,2,6,0.0,0.5,2,0.3333333333333333,0.3333333333333333,0.0
"Chavez, Jesse",87.68333333333334,7,6.0,0.8571428571428571,Balanced,0,0,6,7,0.0,0.0,6,0.8571428571428571,0.8571428571428571,0.0
"Cimber, Adam",85.58333333333333,8,6.0,0.75,Balanced,0,2,5,8,0.0,0.25,5,0.625,0.625,0.0
"Cisnero, José",95.48333333333333,9,6.0,0.6666666666666666,Power Fastball,4,2,2,9,0.4444444444444444,0.2222222222222222,-2,-0.2222222222222222,0.2222222222222222,0.4444444444444444
"Civale, Aaron",89.89411764705882,23,17.0,0.7391304347826086,Balanced,4,8,9,23,0.17391304347826086,0.34782608695652173,5,0.21739130434782608,0.391304347826087,0.17391304347826086
"Clase, Emmanuel",98.86666666666667,11,6.0,0.5454545454545454,Balanced,2,4,5,11,0.18181818181818182,0.36363636363636365,3,0.2727272727272727,0.45454545454545453,0.18181818181818182
"Cleavinger, Garrett",95.63333333333333,13,3.0,0.23076923076923078,Offspeed Heavy,6,3,3,13,0.46153846153846156,0.23076923076923078,-3,-0.23076923076923078,0.23076923076923078,0.46153846153846156
"Coleman, Dylan",90.725,4,4.0,1.0,Balanced,0,1,2,4,0.0,0.25,2,0.5,0.5,0.0
"Contreras, Roansy",94.76,18,10.0,0.5555555555555556,Balanced,3,4,10,18,0.16666666666666666,0.2222222222222222,7,0.3888888888888889,0.5555555555555556,0.16666666666666666
"Corbin, Patrick",89.5,30,20.0,0.6666666666666666,Balanced,9,6,11,30,0.3,0.2,2,0.06666666666666667,0.36666666666666664,0.3
"Cortes, Nestor",88.8952380952381,24,21.0,0.875,Balanced,8,2,12,24,0.3333333333333333,0.08333333333333333,4,0.16666666666666666,0.5,0.3333333333333333
"Cosgrove, Tom",90.77142857142857,10,7.0,0.7,Balanced,0,3,5,10,0.0,0.3,5,0.5,0.5,0.0
"Coulombe, Danny",87.775,9,4.0,0.4444444444444444,Offspeed Heavy,0,4,5,9,0.0,0.4444444444444444,5,0.5555555555555556,0.5555555555555556,0.0
"Cousins, Jake",94.55714285714285,17,7.0,0.4117647058823529,Offspeed Heavy,4,4,6,17,0.23529411764705882,0.23529411764705882,2,0.11764705882352941,0.35294117647058826,0.23529411764705882
"Crawford, Kutter",91.98666666666666,20,15.0,0.75,Balanced,2,5,9,20,0.1,0.25,7,0.35,0.45,0.1
"Crochet, Garrett",94.94857142857143,44,35.0,0.7954545454545454,Balanced,6,13,23,44,0.13636363636363635,0.29545454545454547,17,0.38636363636363635,0.5227272727272727,0.13636363636363635
"Cruz, Fernando",92.6,10,5.0,0.5,Balanced,0,3,3,10,0.0,0.3,3,0.3,0.3,0.0
"Cuas, Jose",91.80625,18,16.0,0.8888888888888888,Balanced,5,2,8,18,0.2777777777777778,0.1111111111111111,3,0.16666666666666666,0.4444444444444444,0.2777777777777778
"Darvish, Yu",94.13333333333334,27,9.0,0.3333333333333333,Offspeed Heavy,5,6,15,27,0.18518518518518517,0.2222222222222222,10,0.37037037037037035,0.5555555555555556,0.18518518518518517
"De Los Santos, Enyel",94.3,5,3.0,0.6,Balanced,1,1,2,5,0.2,0.2,1,0.2,0.4,0.2
"Detmers, Reid",94.3,21,6.0,0.2857142857142857,Offspeed Heavy,3,12,5,21,0.14285714285714285,0.5714285714285714,2,0.09523809523809523,0.23809523809523808,0.14285714285714285
"Devenski, Chris",90.88571428571429,21,7.0,0.3333333333333333,Offspeed Heavy,6,2,11,21,0.2857142857142857,0.09523809523809523,5,0.23809523809523808,0.5238095238095238,0.2857142857142857
"Diekman, Jake",94.625,8,4.0,0.5,Balanced,1,2,2,8,0.125,0.25,1,0.125,0.25,0.125
"Domínguez, Seranthony",97.85,7,4.0,0.5714285714285714,Power Fastball,1,1,5,7,0.14285714285714285,0.14285714285714285,4,0.5714285714285714,0.7142857142857143,0.14285714285714285
"Doval, Camilo",96.86666666666667,9,3.0,0.3333333333333333,Offspeed Heavy,2,5,1,9,0.2222222222222222,0.5555555555555556,-1,-0.1111111111111111,0.1111111111111111,0.2222222222222222
"Duarte, Daniel",95.3,7,3.0,0.42857142857142855,Offspeed Heavy,1,1,5,7,0.14285714285714285,0.14285714285714285,4,0.5714285714285714,0.7142857142857143,0.14285714285714285
"Dunning, Dane",89.34545454545454,53,33.0,0.6226415094339622,Balanced,7,14,23,53,0.1320754716981132,0.2641509433962264,16,0.3018867924528302,0.4339622641509434,0.1320754716981132
"Díaz, Alexis",93.45,13,6.0,0.46153846153846156,Balanced,2,4,6,13,0.15384615384615385,0.3076923076923077,4,0.3076923076923077,0.46153846153846156,0.15384615384615385
"Díaz, Edwin",96.92,14,5.0,0.35714285714285715,Offspeed Heavy,0,7,5,14,0.0,0.5,5,0.35714285714285715,0.35714285714285715,0.0
"Díaz, Miguel",91.6,3,1.0,0.3333333333333333,Offspeed Heavy,0,0,3,3,0.0,0.0,3,1.0,1.0,0.0
"Eflin, Zach",90.13333333333334,25,15.0,0.6,Balanced,5,5,14,25,0.2,0.2,9,0.36,0.56,0.2
"Emanuel, Kent",88.97,15,10.0,0.6666666666666666,Balanced,4,2,5,15,0.26666666666666666,0.13333333333333333,1,0.06666666666666667,0.3333333333333333,0.26666666666666666
"Eovaldi, Nathan",94.2909090909091,24,11.0,0.4583333333333333,Balanced,4,8,11,24,0.16666666666666666,0.3333333333333333,7,0.2916666666666667,0.4583333333333333,0.16666666666666666
"Erceg, Lucas",98.16666666666667,11,3.0,0.2727272727272727,Offspeed Heavy,5,2,4,11,0.45454545454545453,0.18181818181818182,-1,-0.09090909090909091,0.36363636363636365,0.45454545454545453
"Espino, Paolo",88.44,8,5.0,0.625,Balanced,2,0,5,8,0.25,0.0,3,0.375,0.625,0.25
"Estévez, Carlos",95.53333333333335,6,6.0,1.0,Power Fastball,1,1,4,6,0.16666666666666666,0.16666666666666666,3,0.5,0.6666666666666666,0.16666666666666666
"Faedo, Alex",92.93333333333334,22,9.0,0.4090909090909091,Offspeed Heavy,5,4,10,22,0.22727272727272727,0.18181818181818182,5,0.22727272727272727,0.45454545454545453,0.22727272727272727
"Fairbanks, Pete",96.55714285714285,9,7.0,0.7777777777777778,Power Fastball,2,1,2,9,0.2222222222222222,0.1111111111111111,0,0.0,0.2222222222222222,0.2222222222222222
"Falter, Bailey",91.50526315789473,21,19.0,0.9047619047619048,Balanced,1,1,17,21,0.047619047619047616,0.047619047619047616,16,0.7619047619047619,0.8095238095238095,0.047619047619047616
"Farmer, Buck",90.31428571428572,17,7.0,0.4117647058823529,Offspeed Heavy,3,2,11,17,0.17647058823529413,0.11764705882352941,8,0.47058823529411764,0.6470588235294118,0.17647058823529413
"Fedde, Erick",93.175,23,16.0,0.6956521739130435,Balanced,6,4,11,23,0.2608695652173913,0.17391304347826086,5,0.21739130434782608,0.4782608695652174,0.2608695652173913
"Feltner, Ryan",94.86923076923077,22,13.0,0.5909090909090909,Balanced,2,10,8,22,0.09090909090909091,0.45454545454545453,6,0.2727272727272727,0.36363636363636365,0.09090909090909091
"Ferguson, Caleb",91.49166666666667,12,12.0,1.0,Balanced,4,3,5,12,0.3333333333333333,0.25,1,0.08333333333333333,0.4166666666666667,0.3333333333333333
"Fernandez, Ryan",93.4,14,8.0,0.5714285714285714,Balanced,5,4,3,14,0.35714285714285715,0.2857142857142857,-2,-0.14285714285714285,0.21428571428571427,0.35714285714285715
"Finnegan, Kyle",96.89999999999999,8,6.0,0.75,Power Fastball,0,3,3,8,0.0,0.375,3,0.375,0.375,0.0
"Flaherty, Jack",93.10625,28,16.0,0.5714285714285714,Balanced,9,5,12,28,0.32142857142857145,0.17857142857142858,3,0.10714285714285714,0.42857142857142855,0.32142857142857145
"Fleming, Josh",87.92,6,5.0,0.8333333333333334,Balanced,1,2,3,6,0.16666666666666666,0.3333333333333333,2,0.3333333333333333,0.5,0.16666666666666666
"Flexen, Chris",90.15151515151516,47,33.0,0.7021276595744681,Balanced,12,5,25,47,0.2553191489361702,0.10638297872340426,13,0.2765957446808511,0.5319148936170213,0.2553191489361702
"Floro, Dylan",89.8125,11,8.0,0.7272727272727273,Balanced,1,3,3,11,0.09090909090909091,0.2727272727272727,2,0.18181818181818182,0.2727272727272727,0.09090909090909091
"Foley, Jason",98.83,11,10.0,0.9090909090909091,Power Fastball,1,5,3,11,0.09090909090909091,0.45454545454545453,2,0.18181818181818182,0.2727272727272727,0.09090909090909091
"France, J.P.",90.11,27,10.0,0.37037037037037035,Offspeed Heavy,8,4,13,27,0.2962962962962963,0.14814814814814814,5,0.18518518518518517,0.48148148148148145,0.2962962962962963
"Francis, Bowden",93.60666666666665,41,15.0,0.36585365853658536,Offspeed Heavy,12,12,12,41,0.2926829268292683,0.2926829268292683,0,0.0,0.2926829268292683,0.2926829268292683
"Freeland, Kyle",88.8375,23,16.0,0.6956521739130435,Balanced,9,2,8,23,0.391304347826087,0.08695652173913043,-1,-0.043478260869565216,0.34782608695652173,0.391304347826087
"Fried, Max",93.78181818181817,25,11.0,0.44,Offspeed Heavy,10,5,8,25,0.4,0.2,-2,-0.08,0.32,0.4
"Frías, Luis",96.03333333333335,7,6.0,0.8571428571428571,Power Fastball,3,0,3,7,0.42857142857142855,0.0,0,0.0,0.42857142857142855,0.42857142857142855
"Funderburk, Kody",92.7,9,5.0,0.5555555555555556,Balanced,0,2,3,9,0.0,0.2222222222222222,3,0.3333333333333333,0.3333333333333333,0.0
"Gaddis, Hunter",95.6,10,2.0,0.2,Offspeed Heavy,3,4,2,10,0.3,0.4,-1,-0.1,0.2,0.3
"Gallegos, Giovanny",91.89999999999999,8,3.0,0.375,Offspeed Heavy,1,0,6,8,0.125,0.0,5,0.625,0.75,0.125
"Gallen, Zac",92.39999999999999,22,14.0,0.6363636363636364,Balanced,3,6,10,22,0.13636363636363635,0.2727272727272727,7,0.3181818181818182,0.45454545454545453,0.13636363636363635
"Garcia, Robert",95.28,10,5.0,0.5,Balanced,3,4,2,10,0.3,0.4,-1,-0.1,0.2,0.3
"García, Deivi",94.38571428571429,14,7.0,0.5,Balanced,6,2,2,14,0.42857142857142855,0.14285714285714285,-4,-0.2857142857142857,0.14285714285714285,0.42857142857142855
"García, Luis",96.4,6,5.0,0.8333333333333334,Power Fastball,1,1,3,6,0.16666666666666666,0.16666666666666666,2,0.3333333333333333,0.5,0.16666666666666666
"García, Yimi",96.3,6,3.0,0.5,Balanced,1,2,3,6,0.16666666666666666,0.3333333333333333,2,0.3333333333333333,0.5,0.16666666666666666
"Garrett, Reed",95.22857142857143,11,7.0,0.6363636363636364,Power Fastball,2,4,4,11,0.18181818181818182,0.36363636363636365,2,0.18181818181818182,0.36363636363636365,0.18181818181818182
"Gausman, Kevin",91.14285714285714,11,7.0,0.6363636363636364,Balanced,4,0,4,11,0.36363636363636365,0.0,0,0.0,0.36363636363636365,0.36363636363636365
"Gibson, Kyle",90.65333333333334,51,30.0,0.5882352941176471,Balanced,11,9,28,51,0.21568627450980393,0.17647058823529413,17,0.3333333333333333,0.5490196078431373,0.21568627450980393
"Gil, Luis",97.60909090909091,38,22.0,0.5789473684210527,Power Fastball,3,14,13,38,0.07894736842105263,0.3684210526315789,10,0.2631578947368421,0.34210526315789475,0.07894736842105263
"Gilbert, Logan",93.64,23,10.0,0.43478260869565216,Offspeed Heavy,5,7,10,23,0.21739130434782608,0.30434782608695654,5,0.21739130434782608,0.43478260869565216,0.21739130434782608
"Ginkel, Kevin",95.17142857142858,11,7.0,0.6363636363636364,Power Fastball,3,2,5,11,0.2727272727272727,0.18181818181818182,2,0.18181818181818182,0.45454545454545453,0.2727272727272727
"Glasnow, Tyler",96.5875,24,16.0,0.6666666666666666,Power Fastball,4,7,11,24,0.16666666666666666,0.2916666666666667,7,0.2916666666666667,0.4583333333333333,0.16666666666666666
"Gomber, Austin",90.43333333333334,19,9.0,0.47368421052631576,Balanced,4,7,5,19,0.21052631578947367,0.3684210526315789,1,0.05263157894736842,0.2631578947368421,0.21052631578947367
"Gonzales, Marco",89.50689655172413,42,29.0,0.6904761904761905,Balanced,9,6,25,42,0.21428571428571427,0.14285714285714285,16,0.38095238095238093,0.5952380952380952,0.21428571428571427
"González, Victor",93.9,14,9.0,0.6428571428571429,Balanced,2,1,8,14,0.14285714285714285,0.07142857142857142,6,0.42857142857142855,0.5714285714285714,0.14285714285714285
